0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3255,0.328731914893617,0.331963829787234,0.335195744680851,0.338427659574468,0.341659574468085,0.344891489361702,0.348123404255319,0.351355319148936,0.354587234042553,0.35781914893617,0.361051063829787,0.364282978723404,0.367514893617021,0.370746808510638,0.373978723404255,0.377210638297872,0.380442553191489,0.383674468085106,0.386906382978723,0.39013829787234,0.393370212765957,0.396602127659574,0.399834042553191,0.403065957446809,0.406297872340426,0.409529787234043,0.41276170212766,0.415993617021277,0.419225531914894,0.422457446808511,0.425689361702128,0.428921276595745,0.432153191489362,0.435385106382979,0.438617021276596,0.441848936170213,0.44508085106383,0.448312765957447,0.451544680851064,0.454776595744681,0.458008510638298,0.461240425531915,0.464472340425532,0.467704255319149,0.470936170212766,0.474168085106383,0.4774
0.036,0.0363574468085106,0.0367148936170213,0.0370723404255319,0.0374297872340426,0.0377872340425532,0.0381446808510638,0.0385021276595745,0.0388595744680851,0.0392170212765958,0.0395744680851064,0.039931914893617,0.0402893617021277,0.0406468085106383,0.0410042553191489,0.0413617021276596,0.0417191489361702,0.0420765957446809,0.0424340425531915,0.0427914893617021,0.0431489361702128,0.0435063829787234,0.043863829787234,0.0442212765957447,0.0445787234042553,0.044936170212766,0.0452936170212766,0.0456510638297872,0.0460085106382979,0.0463659574468085,0.0467234042553192,0.0470808510638298,0.0474382978723404,0.0477957446808511,0.0481531914893617,0.0485106382978723,0.048868085106383,0.0492255319148936,0.0495829787234043,0.0499404255319149,0.0502978723404255,0.0506553191489362,0.0510127659574468,0.0513702127659575,0.0517276595744681,0.0520851063829787,0.0524425531914894,0.0528
0.114,0.115131914893617,0.116263829787234,0.117395744680851,0.118527659574468,0.119659574468085,0.120791489361702,0.121923404255319,0.123055319148936,0.124187234042553,0.12531914893617,0.126451063829787,0.127582978723404,0.128714893617021,0.129846808510638,0.130978723404255,0.132110638297872,0.133242553191489,0.134374468085106,0.135506382978723,0.13663829787234,0.137770212765957,0.138902127659574,0.140034042553191,0.141165957446809,0.142297872340426,0.143429787234043,0.14456170212766,0.145693617021277,0.146825531914894,0.147957446808511,0.149089361702128,0.150221276595745,0.151353191489362,0.152485106382979,0.153617021276596,0.154748936170213,0.15588085106383,0.157012765957447,0.158144680851064,0.159276595744681,0.160408510638298,0.161540425531915,0.162672340425532,0.163804255319149,0.164936170212766,0.166068085106383,0.1672
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.342,0.345395744680851,0.348791489361702,0.352187234042553,0.355582978723404,0.358978723404255,0.362374468085106,0.365770212765957,0.369165957446809,0.37256170212766,0.375957446808511,0.379353191489362,0.382748936170213,0.386144680851064,0.389540425531915,0.392936170212766,0.396331914893617,0.399727659574468,0.403123404255319,0.40651914893617,0.409914893617021,0.413310638297872,0.416706382978723,0.420102127659574,0.423497872340426,0.426893617021277,0.430289361702128,0.433685106382979,0.43708085106383,0.440476595744681,0.443872340425532,0.447268085106383,0.450663829787234,0.454059574468085,0.457455319148936,0.460851063829787,0.464246808510638,0.467642553191489,0.47103829787234,0.474434042553191,0.477829787234043,0.481225531914894,0.484621276595745,0.488017021276596,0.491412765957447,0.494808510638298,0.498204255319149,0.5016
0.45,0.454468085106383,0.458936170212766,0.463404255319149,0.467872340425532,0.472340425531915,0.476808510638298,0.481276595744681,0.485744680851064,0.490212765957447,0.49468085106383,0.499148936170213,0.503617021276596,0.508085106382979,0.512553191489362,0.517021276595745,0.521489361702128,0.525957446808511,0.530425531914894,0.534893617021277,0.53936170212766,0.543829787234043,0.548297872340426,0.552765957446809,0.557234042553192,0.561702127659575,0.566170212765957,0.57063829787234,0.575106382978723,0.579574468085106,0.584042553191489,0.588510638297872,0.592978723404255,0.597446808510638,0.601914893617021,0.606382978723404,0.610851063829787,0.61531914893617,0.619787234042553,0.624255319148936,0.628723404255319,0.633191489361702,0.637659574468085,0.642127659574468,0.646595744680851,0.651063829787234,0.655531914893617,0.66
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.087,0.087863829787234,0.0887276595744681,0.0895914893617021,0.0904553191489362,0.0913191489361702,0.0921829787234043,0.0930468085106383,0.0939106382978723,0.0947744680851064,0.0956382978723404,0.0965021276595745,0.0973659574468085,0.0982297872340425,0.0990936170212766,0.0999574468085106,0.100821276595745,0.101685106382979,0.102548936170213,0.103412765957447,0.104276595744681,0.105140425531915,0.106004255319149,0.106868085106383,0.107731914893617,0.108595744680851,0.109459574468085,0.110323404255319,0.111187234042553,0.112051063829787,0.112914893617021,0.113778723404255,0.114642553191489,0.115506382978723,0.116370212765957,0.117234042553191,0.118097872340426,0.11896170212766,0.119825531914894,0.120689361702128,0.121553191489362,0.122417021276596,0.12328085106383,0.124144680851064,0.125008510638298,0.125872340425532,0.126736170212766,0.1276
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.168,0.169668085106383,0.171336170212766,0.173004255319149,0.174672340425532,0.176340425531915,0.178008510638298,0.179676595744681,0.181344680851064,0.183012765957447,0.18468085106383,0.186348936170213,0.188017021276596,0.189685106382979,0.191353191489362,0.193021276595745,0.194689361702128,0.196357446808511,0.198025531914894,0.199693617021277,0.20136170212766,0.203029787234043,0.204697872340426,0.206365957446808,0.208034042553191,0.209702127659574,0.211370212765957,0.21303829787234,0.214706382978723,0.216374468085106,0.218042553191489,0.219710638297872,0.221378723404255,0.223046808510638,0.224714893617021,0.226382978723404,0.228051063829787,0.22971914893617,0.231387234042553,0.233055319148936,0.234723404255319,0.236391489361702,0.238059574468085,0.239727659574468,0.241395744680851,0.243063829787234,0.244731914893617,0.2464
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.093,0.0939234042553191,0.0948468085106383,0.0957702127659574,0.0966936170212766,0.0976170212765957,0.0985404255319149,0.099463829787234,0.100387234042553,0.101310638297872,0.102234042553191,0.103157446808511,0.10408085106383,0.105004255319149,0.105927659574468,0.106851063829787,0.107774468085106,0.108697872340426,0.109621276595745,0.110544680851064,0.111468085106383,0.112391489361702,0.113314893617021,0.11423829787234,0.11516170212766,0.116085106382979,0.117008510638298,0.117931914893617,0.118855319148936,0.119778723404255,0.120702127659574,0.121625531914894,0.122548936170213,0.123472340425532,0.124395744680851,0.12531914893617,0.126242553191489,0.127165957446809,0.128089361702128,0.129012765957447,0.129936170212766,0.130859574468085,0.131782978723404,0.132706382978723,0.133629787234043,0.134553191489362,0.135476595744681,0.1364
0.123,0.124221276595745,0.125442553191489,0.126663829787234,0.127885106382979,0.129106382978723,0.130327659574468,0.131548936170213,0.132770212765957,0.133991489361702,0.135212765957447,0.136434042553191,0.137655319148936,0.138876595744681,0.140097872340426,0.14131914893617,0.142540425531915,0.14376170212766,0.144982978723404,0.146204255319149,0.147425531914894,0.148646808510638,0.149868085106383,0.151089361702128,0.152310638297872,0.153531914893617,0.154753191489362,0.155974468085106,0.157195744680851,0.158417021276596,0.15963829787234,0.160859574468085,0.16208085106383,0.163302127659574,0.164523404255319,0.165744680851064,0.166965957446809,0.168187234042553,0.169408510638298,0.170629787234043,0.171851063829787,0.173072340425532,0.174293617021277,0.175514893617021,0.176736170212766,0.177957446808511,0.179178723404255,0.1804
0.0525,0.0530212765957447,0.0535425531914894,0.054063829787234,0.0545851063829787,0.0551063829787234,0.0556276595744681,0.0561489361702128,0.0566702127659574,0.0571914893617021,0.0577127659574468,0.0582340425531915,0.0587553191489362,0.0592765957446809,0.0597978723404255,0.0603191489361702,0.0608404255319149,0.0613617021276596,0.0618829787234043,0.0624042553191489,0.0629255319148936,0.0634468085106383,0.063968085106383,0.0644893617021277,0.0650106382978723,0.065531914893617,0.0660531914893617,0.0665744680851064,0.0670957446808511,0.0676170212765958,0.0681382978723404,0.0686595744680851,0.0691808510638298,0.0697021276595745,0.0702234042553192,0.0707446808510638,0.0712659574468085,0.0717872340425532,0.0723085106382979,0.0728297872340426,0.0733510638297873,0.0738723404255319,0.0743936170212766,0.0749148936170213,0.075436170212766,0.0759574468085107,0.0764787234042553,0.077
0.135,0.136340425531915,0.13768085106383,0.139021276595745,0.14036170212766,0.141702127659574,0.143042553191489,0.144382978723404,0.145723404255319,0.147063829787234,0.148404255319149,0.149744680851064,0.151085106382979,0.152425531914894,0.153765957446809,0.155106382978723,0.156446808510638,0.157787234042553,0.159127659574468,0.160468085106383,0.161808510638298,0.163148936170213,0.164489361702128,0.165829787234043,0.167170212765957,0.168510638297872,0.169851063829787,0.171191489361702,0.172531914893617,0.173872340425532,0.175212765957447,0.176553191489362,0.177893617021277,0.179234042553192,0.180574468085106,0.181914893617021,0.183255319148936,0.184595744680851,0.185936170212766,0.187276595744681,0.188617021276596,0.189957446808511,0.191297872340426,0.19263829787234,0.193978723404255,0.19531914893617,0.196659574468085,0.198
